"package_version","license","used_in","publisher","repository"
"@babel/runtime@7.25.7","MIT","dashboard","The Babel Team","https://github.com/babel/babel"
"@babel/runtime@7.26.10","MIT","extension","The Babel Team","https://github.com/babel/babel"
"@babel/template@7.25.7","MIT","dashboard","The Babel Team","https://github.com/babel/babel"
"@babel/template@7.26.9","MIT","extension","The Babel Team","https://github.com/babel/babel"
"@babel/traverse@7.25.7","MIT","dashboard","The Babel Team","https://github.com/babel/babel"
"@babel/traverse@7.26.10","MIT","extension","The Babel Team","https://github.com/babel/babel"
"@babel/types@7.25.8","MIT","dashboard","The Babel Team","https://github.com/babel/babel"
"@babel/types@7.26.10","MIT","extension","The Babel Team","https://github.com/babel/babel"
"@chakra-ui/anatomy@2.2.2","MIT","dashboard","Segun Adebayo","https://github.com/chakra-ui/chakra-ui"
"@chakra-ui/anatomy@2.3.6","MIT","dashboard;extension","Segun Adebayo","https://github.com/chakra-ui/chakra-ui"
"@chakra-ui/color-mode@2.2.0","MIT","dashboard","Segun Adebayo","https://github.com/chakra-ui/chakra-ui"
"@chakra-ui/hooks@2.4.4","MIT","dashboard;extension","Segun Adebayo","https://github.com/chakra-ui/chakra-ui"
"@chakra-ui/icon@3.0.16","MIT","dashboard","Segun Adebayo","https://github.com/chakra-ui/chakra-ui"
"@chakra-ui/icons@2.0.17","MIT","dashboard","Segun Adebayo","https://github.com/chakra-ui/chakra-ui"
"@chakra-ui/object-utils@2.1.0","MIT","dashboard","Segun Adebayo","https://github.com/chakra-ui/chakra-ui"
"@chakra-ui/react-use-safe-layout-effect@2.1.0","MIT","dashboard","Segun Adebayo","https://github.com/chakra-ui/chakra-ui"
"@chakra-ui/react-utils@2.0.12","MIT","dashboard","Segun Adebayo","https://github.com/chakra-ui/chakra-ui"
"@chakra-ui/react@2.10.6","MIT","extension","Segun Adebayo","https://github.com/chakra-ui/chakra-ui"
"@chakra-ui/react@2.10.7","MIT","dashboard","Segun Adebayo","https://github.com/chakra-ui/chakra-ui"
"@chakra-ui/shared-utils@2.0.5","MIT","dashboard","Segun Adebayo","https://github.com/chakra-ui/chakra-ui"
"@chakra-ui/styled-system@2.12.2","MIT","dashboard;extension","Segun Adebayo","https://github.com/chakra-ui/chakra-ui"
"@chakra-ui/styled-system@2.9.2","MIT","dashboard","Segun Adebayo","https://github.com/chakra-ui/chakra-ui"
"@chakra-ui/system@2.6.2","MIT","dashboard","Segun Adebayo","https://github.com/chakra-ui/chakra-ui"
"@chakra-ui/theme-tools@2.1.2","MIT","dashboard","Segun Adebayo","https://github.com/chakra-ui/chakra-ui"
"@chakra-ui/theme-tools@2.2.8","MIT","dashboard;extension","Segun Adebayo","https://github.com/chakra-ui/chakra-ui"
"@chakra-ui/theme-utils@2.0.21","MIT","dashboard","Segun Adebayo","https://github.com/chakra-ui/chakra-ui"
"@chakra-ui/theme@3.3.1","MIT","dashboard","Segun Adebayo","https://github.com/chakra-ui/chakra-ui"
"@chakra-ui/theme@3.4.8","MIT","dashboard;extension","Segun Adebayo","https://github.com/chakra-ui/chakra-ui"
"@chakra-ui/utils@2.0.15","MIT","dashboard","Segun Adebayo","https://github.com/chakra-ui/chakra-ui"
"@chakra-ui/utils@2.2.4","MIT","dashboard;extension","Segun Adebayo","https://github.com/chakra-ui/chakra-ui"
"@csstools/color-helpers@5.0.2","MIT-0","backend","","https://github.com/csstools/postcss-plugins"
"@csstools/css-calc@2.1.2","MIT","backend","","https://github.com/csstools/postcss-plugins"
"@csstools/css-color-parser@3.0.8","MIT","backend","","https://github.com/csstools/postcss-plugins"
"@csstools/css-parser-algorithms@3.0.4","MIT","backend","","https://github.com/csstools/postcss-plugins"
"@csstools/css-tokenizer@3.0.3","MIT","backend","","https://github.com/csstools/postcss-plugins"
"@emotion/babel-plugin@11.13.5","MIT","dashboard;extension","Kye Hohenberger","https://github.com/emotion-js/emotion/tree/main/packages/babel-plugin"
"@emotion/cache@11.14.0","MIT","dashboard;extension","","https://github.com/emotion-js/emotion/tree/main/packages/cache"
"@emotion/hash@0.9.2","MIT","dashboard;extension","","https://github.com/emotion-js/emotion/tree/main/packages/hash"
"@emotion/is-prop-valid@0.8.8","MIT","extension","","https://github.com/emotion-js/emotion/tree/master/packages/is-prop-valid"
"@emotion/is-prop-valid@1.3.1","MIT","dashboard;extension","","https://github.com/emotion-js/emotion/tree/main/packages/is-prop-valid"
"@emotion/memoize@0.7.4","MIT","extension","","https://github.com/emotion-js/emotion/tree/master/packages/memoize"
"@emotion/memoize@0.9.0","MIT","dashboard;extension","","https://github.com/emotion-js/emotion/tree/main/packages/memoize"
"@emotion/react@11.14.0","MIT","dashboard;extension","Emotion Contributors","https://github.com/emotion-js/emotion/tree/main/packages/react"
"@emotion/serialize@1.3.3","MIT","dashboard;extension","","https://github.com/emotion-js/emotion/tree/main/packages/serialize"
"@emotion/sheet@1.4.0","MIT","dashboard;extension","","https://github.com/emotion-js/emotion/tree/main/packages/sheet"
"@emotion/styled@11.14.0","MIT","dashboard;extension","","https://github.com/emotion-js/emotion/tree/main/packages/styled"
"@emotion/unitless@0.10.0","MIT","dashboard;extension","","https://github.com/emotion-js/emotion/tree/main/packages/unitless"
"@emotion/use-insertion-effect-with-fallbacks@1.2.0","MIT","dashboard;extension","","https://github.com/emotion-js/emotion/tree/main/packages/use-insertion-effect-with-fallbacks"
"@emotion/utils@1.4.2","MIT","dashboard;extension","","https://github.com/emotion-js/emotion/tree/main/packages/utils"
"@emotion/weak-memoize@0.4.0","MIT","dashboard;extension","","https://github.com/emotion-js/emotion/tree/main/packages/weak-memoize"
"@gilbarbara/deep-equal@0.1.2","MIT","dashboard","Gil Barbara","https://github.com/gilbarbara/deep-equal"
"@gilbarbara/deep-equal@0.3.1","MIT","dashboard","Gil Barbara","https://github.com/gilbarbara/deep-equal"
"@img/sharp-darwin-x64@0.33.5","Apache-2.0","backend","Lovell Fuller","https://github.com/lovell/sharp"
"@img/sharp-libvips-darwin-x64@1.0.4","LGPL-3.0-or-later","backend","Lovell Fuller","https://github.com/lovell/sharp-libvips"
"@jridgewell/gen-mapping@0.3.5","MIT","dashboard","Justin Ridgewell","https://github.com/jridgewell/gen-mapping"
"@jridgewell/gen-mapping@0.3.8","MIT","extension","Justin Ridgewell","https://github.com/jridgewell/gen-mapping"
"@jridgewell/resolve-uri@3.1.2","MIT","dashboard;extension","Justin Ridgewell","https://github.com/jridgewell/resolve-uri"
"@jridgewell/set-array@1.2.1","MIT","dashboard;extension","Justin Ridgewell","https://github.com/jridgewell/set-array"
"@jridgewell/sourcemap-codec@1.5.0","MIT","dashboard;extension","Rich Harris","https://github.com/jridgewell/sourcemap-codec"
"@jridgewell/trace-mapping@0.3.25","MIT","dashboard;extension","Justin Ridgewell","https://github.com/jridgewell/trace-mapping"
"@juggle/resize-observer@3.4.0","Apache-2.0","dashboard","Juggle","https://github.com/juggle/resize-observer"
"@mapbox/node-pre-gyp@1.0.11","BSD-3-Clause","backend","Dane Springmeyer","https://github.com/mapbox/node-pre-gyp"
"@motionone/animation@10.18.0","MIT","extension","Matt Perry",""
"@motionone/dom@10.18.0","MIT","extension","Matt Perry",""
"@motionone/easing@10.18.0","MIT","extension","Matt Perry",""
"@motionone/generators@10.18.0","MIT","extension","Matt Perry",""
"@motionone/types@10.17.1","MIT","extension","Matt Perry",""
"@motionone/utils@10.18.0","MIT","extension","Matt Perry",""
"@mozilla/readability@0.5.0","Apache-2.0","backend","","https://github.com/mozilla/readability"
"@pdf-lib/standard-fonts@1.0.0","MIT","backend","Andrew Dillon","https://github.com/Hopding/standard-fonts"
"@pdf-lib/upng@1.0.1","MIT","backend","photopea","https://github.com/Hopding/upng"
"@popperjs/core@2.11.8","MIT","dashboard;extension","Federico Zivolo","https://github.com/popperjs/popper-core"
"@puppeteer/browsers@2.7.1","Apache-2.0","backend","The Chromium Authors","https://github.com/puppeteer/puppeteer/tree/main/packages/browsers"
"@puppeteer/browsers@2.9.0","Apache-2.0","extension","The Chromium Authors","https://github.com/puppeteer/puppeteer/tree/main/packages/browsers"
"@reactflow/background@11.3.14","MIT","dashboard","","https://github.com/xyflow/xyflow"
"@reactflow/controls@11.2.14","MIT","dashboard","","https://github.com/xyflow/xyflow"
"@reactflow/core@11.11.4","MIT","dashboard","","https://github.com/xyflow/xyflow"
"@reactflow/minimap@11.7.14","MIT","dashboard","","https://github.com/xyflow/xyflow"
"@reactflow/node-resizer@2.2.14","MIT","dashboard","","https://github.com/xyflow/xyflow"
"@reactflow/node-toolbar@1.3.14","MIT","dashboard","","https://github.com/xyflow/xyflow"
"@redis/bloom@5.11.0","MIT","backend","","https://github.com/redis/node-redis"
"@redis/client@5.11.0","MIT","backend","","https://github.com/redis/node-redis"
"@redis/json@5.11.0","MIT","backend","","https://github.com/redis/node-redis"
"@redis/search@5.11.0","MIT","backend","","https://github.com/redis/node-redis"
"@redis/time-series@5.11.0","MIT","backend","","https://github.com/redis/node-redis"
"@remix-run/router@1.20.0","MIT","dashboard","Remix Software","https://github.com/remix-run/react-router"
"@remix-run/router@1.23.0","MIT","extension","Remix Software","https://github.com/remix-run/react-router"
"@socket.io/component-emitter@3.1.2","MIT","backend;dashboard","","https://github.com/socketio/emitter"
"@tanstack/query-core@5.59.13","MIT","dashboard","tannerlinsley","https://github.com/TanStack/query"
"@tanstack/query-devtools@5.58.0","MIT","dashboard","tannerlinsley","https://github.com/TanStack/query"
"@tanstack/react-query-devtools@5.59.15","MIT","dashboard","tannerlinsley","https://github.com/TanStack/query"
"@tanstack/react-query@5.59.15","MIT","dashboard","tannerlinsley","https://github.com/TanStack/query"
"@tootallnate/quickjs-emscripten@0.23.0","MIT","backend;extension","","https://github.com/justjake/quickjs-emscripten"
"@tweenjs/tween.js@25.0.0","MIT","dashboard","tween.js contributors","https://github.com/tweenjs/tween.js"
"@types/cors@2.8.19","MIT","backend","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-array@3.2.1","MIT","dashboard","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-axis@3.0.6","MIT","dashboard","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-brush@3.0.6","MIT","dashboard","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-chord@3.0.6","MIT","dashboard","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-color@3.1.3","MIT","dashboard","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-contour@3.0.6","MIT","dashboard","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-delaunay@6.0.4","MIT","dashboard","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-dispatch@3.0.7","MIT","dashboard","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-drag@3.0.7","MIT","dashboard","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-dsv@3.0.7","MIT","dashboard","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-ease@3.0.2","MIT","dashboard","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-fetch@3.0.7","MIT","dashboard","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-force@3.0.10","MIT","dashboard","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-format@3.0.4","MIT","dashboard","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-geo@3.1.0","MIT","dashboard","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-hierarchy@3.1.7","MIT","dashboard","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-interpolate@3.0.4","MIT","dashboard","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-path@3.1.1","MIT","dashboard","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-polygon@3.0.2","MIT","dashboard","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-quadtree@3.0.6","MIT","dashboard","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-random@3.0.3","MIT","dashboard","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-scale-chromatic@3.1.0","MIT","dashboard","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-scale@4.0.9","MIT","dashboard","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-selection@3.0.11","MIT","dashboard","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-shape@3.1.7","MIT","dashboard","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-time-format@4.0.3","MIT","dashboard","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-time@3.0.4","MIT","dashboard","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-timer@3.0.2","MIT","dashboard","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-transition@3.0.9","MIT","dashboard","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-zoom@3.0.8","MIT","dashboard","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3@7.4.3","MIT","dashboard","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/geojson@7946.0.16","MIT","dashboard","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/lodash.mergewith@4.6.7","MIT","dashboard","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/lodash.mergewith@4.6.9","MIT","dashboard;extension","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/lodash@4.17.10","MIT","dashboard","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/lodash@4.17.16","MIT","extension","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@22.13.10","MIT","extension","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@22.13.8","MIT","backend","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/parse-json@4.0.2","MIT","dashboard;extension","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/prop-types@15.7.13","MIT","dashboard","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/prop-types@15.7.14","MIT","extension","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/puppeteer@7.0.4","MIT","extension","",""
"@types/react@18.3.11","MIT","dashboard","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react@18.3.18","MIT","extension","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yauzl@2.10.3","MIT","backend;extension","","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@zag-js/dom-query@0.31.1","MIT","dashboard;extension","Segun Adebayo","https://github.com/chakra-ui/zag/tree/main/packages/utilities/dom-helpers"
"@zag-js/element-size@0.31.1","MIT","dashboard;extension","Segun Adebayo","https://github.com/chakra-ui/zag/tree/main/packages/utilities/element-size"
"@zag-js/focus-visible@0.31.1","MIT","dashboard;extension","Segun Adebayo","https://github.com/chakra-ui/zag/tree/main/packages/utilities/focus-visible"
"abbrev@1.1.1","ISC","backend","Isaac Z. Schlueter","https://github.com/isaacs/abbrev-js"
"accepts@1.3.8","MIT","backend","","https://github.com/jshttp/accepts"
"accessor-fn@1.5.3","MIT","dashboard","Vasco Asturiano","https://github.com/vasturiano/accessor-fn"
"agent-base@6.0.2","MIT","backend","Nathan Rajlich","https://github.com/TooTallNate/node-agent-base"
"agent-base@7.1.3","MIT","backend;extension","Nathan Rajlich","https://github.com/TooTallNate/proxy-agents"
"agent-base@7.1.4","MIT","backend","Nathan Rajlich","https://github.com/TooTallNate/proxy-agents"
"ansi-regex@5.0.1","MIT","backend;extension","Sindre Sorhus","https://github.com/chalk/ansi-regex"
"ansi-styles@3.2.1","MIT","dashboard","Sindre Sorhus","https://github.com/chalk/ansi-styles"
"ansi-styles@4.3.0","MIT","backend;extension","Sindre Sorhus","https://github.com/chalk/ansi-styles"
"append-field@1.0.0","MIT","backend","Linus Unnebäck","https://github.com/LinusU/node-append-field"
"aproba@2.0.0","ISC","backend","Rebecca Turner","https://github.com/iarna/aproba"
"are-we-there-yet@2.0.0","ISC","backend","GitHub Inc.","https://github.com/npm/are-we-there-yet"
"argparse@2.0.1","Python-2.0","backend;extension","","https://github.com/nodeca/argparse"
"aria-hidden@1.2.4","MIT","dashboard;extension","Anton Korzunov","https://github.com/theKashey/aria-hidden"
"array-flatten@1.1.1","MIT","backend","Blake Embrey","https://github.com/blakeembrey/array-flatten"
"array-parallel@0.1.3","MIT","backend;extension","Jonathan Ong","https://github.com/component/array-parallel"
"array-series@0.1.5","MIT","backend;extension","Jonathan Ong","https://github.com/component/array-series"
"asn1.js@5.4.1","MIT","backend","Fedor Indutny","https://github.com/indutny/asn1.js"
"ast-types@0.13.4","MIT","backend;extension","Ben Newman","https://github.com/benjamn/ast-types"
"asynckit@0.4.0","MIT","backend;dashboard;extension","Alex Indigo","https://github.com/alexindigo/asynckit"
"aws-ssl-profiles@1.1.2","MIT","backend","https://github.com/wellwelwel","https://github.com/mysqljs/aws-ssl-profiles"
"axios@1.7.7","MIT","dashboard","Matt Zabriskie","https://github.com/axios/axios"
"axios@1.8.1","MIT","backend","Matt Zabriskie","https://github.com/axios/axios"
"axios@1.8.3","MIT","extension","Matt Zabriskie","https://github.com/axios/axios"
"b4a@1.6.7","Apache-2.0","backend;extension","Holepunch","https://github.com/holepunchto/b4a"
"babel-plugin-macros@3.1.0","MIT","dashboard;extension","Kent C. Dodds","https://github.com/kentcdodds/babel-plugin-macros"
"backend@1.0.0","ISC","backend","",""
"balanced-match@1.0.2","MIT","backend","Julian Gruber","https://github.com/juliangruber/balanced-match"
"bare-events@2.5.4","Apache-2.0","backend;extension","Holepunch","https://github.com/holepunchto/bare-events"
"bare-fs@4.0.1","Apache-2.0","backend","Holepunch","https://github.com/holepunchto/bare-fs"
"bare-fs@4.0.2","Apache-2.0","extension","Holepunch","https://github.com/holepunchto/bare-fs"
"bare-os@3.5.1","Apache-2.0","backend","Holepunch","https://github.com/holepunchto/bare-os"
"bare-os@3.6.1","Apache-2.0","extension","Holepunch","https://github.com/holepunchto/bare-os"
"bare-path@3.0.0","Apache-2.0","backend;extension","Holepunch","https://github.com/holepunchto/bare-path"
"bare-stream@2.6.5","Apache-2.0","backend;extension","Holepunch","https://github.com/holepunchto/bare-stream"
"base64-js@0.0.8","MIT","extension","T. Jameson Little","https://github.com/beatgammit/base64-js"
"base64-js@1.5.1","MIT","extension","T. Jameson Little","https://github.com/beatgammit/base64-js"
"base64id@2.0.0","MIT","backend","Kristian Faeldt","https://github.com/faeldt/base64id"
"basic-ftp@5.0.5","MIT","backend;extension","Patrick Juchli","https://github.com/patrickjuchli/basic-ftp"
"bcrypt@5.1.1","MIT","backend","Nick Campbell","https://github.com/kelektiv/node.bcrypt.js"
"bezier-js@6.1.4","MIT","dashboard","Pomax","https://github.com/Pomax/bezierjs"
"bignumber.js@9.0.0","MIT","backend;extension","Michael Mclaughlin","https://github.com/MikeMcl/bignumber.js"
"bl@4.1.0","MIT","extension","","https://github.com/rvagg/bl"
"bluebird@3.7.2","MIT","extension","Petka Antonov","https://github.com/petkaantonov/bluebird"
"bn.js@4.12.3","MIT","backend","Fedor Indutny","https://github.com/indutny/bn.js"
"body-parser@1.20.3","MIT","backend","","https://github.com/expressjs/body-parser"
"boolbase@1.0.0","ISC","backend;dashboard;extension","Felix Boehm","https://github.com/fb55/boolbase"
"brace-expansion@1.1.11","MIT","backend","Julian Gruber","https://github.com/juliangruber/brace-expansion"
"buffer-crc32@0.2.13","MIT","backend;extension","Brian J. Brennan","https://github.com/brianloveswords/buffer-crc32"
"buffer-equal-constant-time@1.0.1","BSD-3-Clause","backend","GoInstant Inc., a salesforce.com company","https://github.com/goinstant/buffer-equal-constant-time"
"buffer-from@1.1.2","MIT","backend","","https://github.com/LinusU/buffer-from"
"buffer@5.7.1","MIT","extension","Feross Aboukhadijeh","https://github.com/feross/buffer"
"busboy@1.6.0","MIT","backend","Brian White","https://github.com/mscdex/busboy"
"bytes@3.1.2","MIT","backend","TJ Holowaychuk","https://github.com/visionmedia/bytes.js"
"call-bind-apply-helpers@1.0.2","MIT","extension","Jordan Harband","https://github.com/ljharb/call-bind-apply-helpers"
"call-bind@1.0.7","MIT","backend","Jordan Harband","https://github.com/ljharb/call-bind"
"callsites@3.1.0","MIT","backend;dashboard;extension","Sindre Sorhus","https://github.com/sindresorhus/callsites"
"canvas-color-tracker@1.3.2","MIT","dashboard","Vasco Asturiano","https://github.com/vasturiano/canvas-color-tracker"
"canvas@3.1.0","MIT","extension","TJ Holowaychuk","https://github.com/Automattic/node-canvas"
"chalk@2.4.2","MIT","dashboard","","https://github.com/chalk/chalk"
"cheerio-select@2.1.0","BSD-2-Clause","backend;dashboard;extension","Felix Boehm","https://github.com/cheeriojs/cheerio-select"
"cheerio@1.0.0","MIT","backend;dashboard;extension","Matt Mueller","https://github.com/cheeriojs/cheerio"
"chownr@1.1.4","ISC","extension","Isaac Z. Schlueter","https://github.com/isaacs/chownr"
"chownr@2.0.0","ISC","backend","Isaac Z. Schlueter","https://github.com/isaacs/chownr"
"chrome@0.1.0","ISC","extension","afc163","https://github.com/afc163/chrome"
"chromium-bidi@2.0.0","Apache-2.0","backend","The Chromium Authors","https://github.com/GoogleChromeLabs/chromium-bidi"
"chromium-bidi@3.0.0","Apache-2.0","extension","The Chromium Authors","https://github.com/GoogleChromeLabs/chromium-bidi"
"classcat@5.0.5","MIT","dashboard","Jorge Bucaran","https://github.com/jorgebucaran/classcat"
"cliui@8.0.1","ISC","backend;extension","Ben Coe","https://github.com/yargs/cliui"
"clsx@2.1.1","MIT","dashboard","Luke Edwards","https://github.com/lukeed/clsx"
"cluster-key-slot@1.1.2","Apache-2.0","backend","Mike Diarmid","https://github.com/Salakar/cluster-key-slot"
"color-convert@1.9.3","MIT","dashboard","Heather Arthur","https://github.com/Qix-/color-convert"
"color-convert@2.0.1","MIT","backend;extension","Heather Arthur","https://github.com/Qix-/color-convert"
"color-name@1.1.3","MIT","dashboard","DY","https://github.com/dfcreative/color-name"
"color-name@1.1.4","MIT","backend;extension","DY","https://github.com/colorjs/color-name"
"color-string@1.9.1","MIT","backend","Heather Arthur","https://github.com/Qix-/color-string"
"color-support@1.1.3","ISC","backend","Isaac Z. Schlueter","https://github.com/isaacs/color-support"
"color@4.2.3","MIT","backend","","https://github.com/Qix-/color"
"color2k@2.0.3","MIT","dashboard;extension","Rico Kahler","https://github.com/ricokahler/color2k"
"combined-stream@1.0.8","MIT","backend;dashboard;extension","Felix Geisendörfer","https://github.com/felixge/node-combined-stream"
"compute-scroll-into-view@3.1.1","MIT","dashboard","Cody Olsen","https://github.com/scroll-into-view/compute-scroll-into-view"
"concat-map@0.0.1","MIT","backend","James Halliday","https://github.com/substack/node-concat-map"
"concat-stream@1.6.2","MIT","backend","Max Ogden","https://github.com/maxogden/concat-stream"
"console-control-strings@1.1.0","ISC","backend","Rebecca Turner","https://github.com/iarna/console-control-strings"
"content-disposition@0.5.4","MIT","backend","Douglas Christopher Wilson","https://github.com/jshttp/content-disposition"
"content-type@1.0.5","MIT","backend","Douglas Christopher Wilson","https://github.com/jshttp/content-type"
"convert-source-map@1.9.0","MIT","dashboard;extension","Thorsten Lorenz","https://github.com/thlorenz/convert-source-map"
"cookie-parser@1.4.7","MIT","backend","TJ Holowaychuk","https://github.com/expressjs/cookie-parser"
"cookie-signature@1.0.6","MIT","backend","TJ Holowaychuk","https://github.com/visionmedia/node-cookie-signature"
"cookie@0.7.1","MIT","backend","Roman Shtylman","https://github.com/jshttp/cookie"
"cookie@0.7.2","MIT","backend","Roman Shtylman","https://github.com/jshttp/cookie"
"copy-to-clipboard@3.3.3","MIT","dashboard;extension","sudodoki","https://github.com/sudodoki/copy-to-clipboard"
"core-util-is@1.0.3","MIT","backend;extension","Isaac Z. Schlueter","https://github.com/isaacs/core-util-is"
"cors@2.8.5","MIT","backend","Troy Goode","https://github.com/expressjs/cors"
"cosmiconfig@7.1.0","MIT","dashboard;extension","David Clark","https://github.com/davidtheclark/cosmiconfig"
"cosmiconfig@9.0.0","MIT","backend;extension","Daniel Fischer","https://github.com/cosmiconfig/cosmiconfig"
"cross-spawn@7.0.6","MIT","backend;extension","André Cruz","https://github.com/moxystudio/node-cross-spawn"
"css-box-model@1.2.1","MIT","dashboard","Alex Reardon","https://github.com/alexreardon/css-box-model"
"css-select@5.1.0","BSD-2-Clause","backend;dashboard;extension","Felix Boehm","https://github.com/fb55/css-select"
"css-what@6.1.0","BSD-2-Clause","backend;dashboard;extension","Felix Böhm","https://github.com/fb55/css-what"
"cssstyle@4.2.1","MIT","backend","","https://github.com/jsdom/cssstyle"
"csstype@3.1.3","MIT","dashboard;extension","Fredrik Nicol","https://github.com/frenic/csstype"
"csv-parser@3.2.0","MIT","backend","mafintosh","https://github.com/mafintosh/csv-parser"
"cytoscape-dagre@2.5.0","MIT","dashboard","Max Franz","https://github.com/cytoscape/cytoscape.js-dagre"
"cytoscape-qtip@2.8.0","MIT","dashboard","","https://github.com/cytoscape/cytoscape.js-qtip"
"cytoscape@3.33.1","MIT","dashboard","","https://github.com/cytoscape/cytoscape.js"
"d3-array@3.2.4","ISC","dashboard;extension","Mike Bostock","https://github.com/d3/d3-array"
"d3-binarytree@1.0.2","MIT","dashboard","Vasco Asturiano","https://github.com/vasturiano/d3-binarytree"
"d3-color@3.1.0","ISC","dashboard;extension","Mike Bostock","https://github.com/d3/d3-color"
"d3-dispatch@3.0.1","ISC","dashboard;extension","Mike Bostock","https://github.com/d3/d3-dispatch"
"d3-drag@3.0.0","ISC","dashboard","Mike Bostock","https://github.com/d3/d3-drag"
"d3-ease@3.0.1","BSD-3-Clause","dashboard;extension","Mike Bostock","https://github.com/d3/d3-ease"
"d3-force-3d@3.0.6","MIT","dashboard","Vasco Asturiano","https://github.com/vasturiano/d3-force-3d"
"d3-force@3.0.0","ISC","dashboard","Mike Bostock","https://github.com/d3/d3-force"
"d3-format@3.1.0","ISC","dashboard;extension","Mike Bostock","https://github.com/d3/d3-format"
"d3-interpolate@3.0.1","ISC","dashboard;extension","Mike Bostock","https://github.com/d3/d3-interpolate"
"d3-octree@1.1.0","MIT","dashboard","Vasco Asturiano","https://github.com/vasturiano/d3-octree"
"d3-path@3.1.0","ISC","dashboard;extension","Mike Bostock","https://github.com/d3/d3-path"
"d3-quadtree@3.0.1","ISC","dashboard","Mike Bostock","https://github.com/d3/d3-quadtree"
"d3-scale-chromatic@3.1.0","ISC","dashboard","Mike Bostock","https://github.com/d3/d3-scale-chromatic"
"d3-scale@4.0.2","ISC","dashboard;extension","Mike Bostock","https://github.com/d3/d3-scale"
"d3-selection@3.0.0","ISC","dashboard;extension","Mike Bostock","https://github.com/d3/d3-selection"
"d3-shape@3.2.0","ISC","dashboard;extension","Mike Bostock","https://github.com/d3/d3-shape"
"d3-time-format@4.1.0","ISC","dashboard;extension","Mike Bostock","https://github.com/d3/d3-time-format"
"d3-time@3.1.0","ISC","dashboard;extension","Mike Bostock","https://github.com/d3/d3-time"
"d3-timer@3.0.1","ISC","dashboard;extension","Mike Bostock","https://github.com/d3/d3-timer"
"d3-transition@3.0.1","ISC","dashboard;extension","Mike Bostock","https://github.com/d3/d3-transition"
"d3-zoom@3.0.0","ISC","dashboard","Mike Bostock","https://github.com/d3/d3-zoom"
"dagre@0.8.5","MIT","dashboard","Chris Pettitt","https://github.com/dagrejs/dagre"
"data-uri-to-buffer@6.0.2","MIT","backend;extension","Nathan Rajlich","https://github.com/TooTallNate/proxy-agents"
"data-urls@5.0.0","MIT","backend","Domenic Denicola","https://github.com/jsdom/data-urls"
"debug@2.6.9","MIT","backend","TJ Holowaychuk","https://github.com/visionmedia/debug"
